rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
5,30-Jul-18,Black  Plus,I like Alexa,1,12,like alexa,positive
4,30-Jul-18,Black  Plus,"So far it has been fun to use and learn how to deal with Alexa. I am still learning and finding out what can really be done, plus I am in the process of making my house a smart house, so there is no much to control with Alexa yet.",1,230,far fun use learn deal alexa still learn find really do plus process make house smart house much control alexa yet,positive
5,30-Jul-18,Black  Plus,I like the whole thing so far,1,29,like whole thing far,positive
4,30-Jul-18,Black  Plus,"Same specs as regular echo, but easier to use than getting a separate hub for smart lights, etc.",1,96,specs regular echo easy use get separate hub smart light etc,positive
5,30-Jul-18,Black  Plus,"It's a great product with many good aspects, it easy to setup and control with intuitive straight forward instructions. The included lightbulb was excellent and worked perfectly. I very much enjoy this product and recommend it.",1,227,great product many good aspect easy setup control intuitive straight forward instruction include lightbulb excellent work perfectly much enjoy product recommend,positive
4,30-Jul-18,Black  Plus,Not that much different than the one we had.  Alexa is still stubborn. LOL.  We ordered it on the Prime day to get the light bulbs with it i the deal but did not get the light bulbs.  When we called she said they were sold out.  Felt bad about that.  Now we have to buy light bulbs.,1,282,much different one alexa still stubborn lol order prime day get light bulb deal get light bulb call say sell feel bad buy light bulb,positive
5,30-Jul-18,Black  Plus,To have ability to play Amazon Music outside for patio gatherings. I also used blue tooth to connect Echo Plus via Alexa App on my tablet to an external speaker when/if the party extends into the yard. I have plans to connect other devices such as thermostat and other lighting and home devices.,1,295,ability play amazon music outside patio gathering also use blue tooth connect echo plus via alexa app tablet external speaker whenif party extend yard plan connect device thermostat lighting home device,positive
4,30-Jul-18,Black  Plus,We got this mainly for our son who is currently vision impaired ! it has many good things and setup was fairly easy once I did the first one but they should be easier to setup and come loaded with more stuff ! it should do Text messages to friends easier without them having to download something for it to work and it should link with email and also them common social media like facebook and twitter and others !the whole purpose was to get him back connected to the Web by voice so he wouldn't feel left out and isolated ! they should also have a tech support phone number to call or a way to do direct help to the Echo so tech support can help setup the device ! I had to get a friend whos an IT guy to come help me setup,1,725,get mainly son currently vision impair many good thing setup fairly easy first one easy setup come loaded stuff text message friend easy without download something work link email also common social medium like facebook twitter other whole purpose get back connect web voice would not feel leave isolate also tech support phone number call way direct help echo tech support help setup device get friend who s guy come help setup,positive
5,30-Jul-18,Black  Plus,"I love every aspect of the Echo Plus, I wanted it for my office. The light was also for my desk lamp.",1,101,love every aspect echo plus wanted office light also desk lamp,positive
5,29-Jul-18,Black  Plus,Great hub,1,9,great hub,positive
4,29-Jul-18,Black  Plus,"This is very hard to review because I am part of the  problem.I am 75 and got it so my dog would have distracting noise when I am not home.I am computer literate, iTunes literate, Amazon literate, as well as countless other programs, but am apparently a dunce when it comes to talking to Alexa.  I think I heard her sigh in exasperation.I tried to create a playlist of songs I like only to have it ignored.  I am learning workarounds but they are mediocre, at best...and, as yet do not include a personal playlist.I have scoured the beginners section but the beginners it addresses are far more advanced in basic Alexa than am I.So far, I like what I have been able to use but I'd like it a lot more if I could configure it to my needs, rather than accepting the Amazon/Alexa default.Karen",1,789,hard review part problemi 75 get dog would distract noise homei computer literate itunes literate amazon literate well countless program apparently dunce come talk alexa think hear sigh exasperationi try create playlist song like ignore learning workaround mediocre bestand yet include personal playlisti scour beginner section beginner address far advance basic alexa iso far like able use -PRON- d like lot could configure need rather accept amazonalexa defaultkaren,positive
5,29-Jul-18,Black  Plus,Very satisfied with the purchase. The package came in good time and was just as expected,1,88,satisfied purchase package come good time expect,positive
5,29-Jul-18,Black  Plus,great sound easy set up looks cool,1,34,great sound easy set look cool,positive
5,29-Jul-18,Black  Plus,Love the Echo Plus!! Much better versatility than the first generation Echo. Intercom and voice-controllable smart bulbs are awesome!,1,133,love echo plus much well versatility first generation echo intercom voicecontrollable smart bulb awesome,positive
5,29-Jul-18,Black  Plus,My new BFF!,1,11,new bff,positive
1,29-Jul-18,Black  Plus,Alexa didn’t know answers to many questions we asked. For example we asked how many cups in a pound and she said a pound is a form of money,0,139,alexa do not know answer many question ask example ask many cup pound say pound form money,negative
5,29-Jul-18,Black  Plus,"For now, I love everything. So cool with my music and flash briefings, 5 star Echo",1,82,love everything cool music flash briefing 5 star echo,positive
5,29-Jul-18,Black  Plus,Great product. I have two and may want to buy a third!,1,54,great product two may want buy third,positive
5,29-Jul-18,Black  Plus,So far we have enjoyed it.  The only problem we have is I have not been able to call one of my sons with it (the sad part is he is the one who gave it to me:( ),1,160,far enjoy problem able call one son sad part one give,positive
5,29-Jul-18,Black  Plus,Love it,1,7,love,positive
5,29-Jul-18,White  Plus,I have had no problems with my Echo Plus. Would purchase it again.,1,66,problem echo plus would purchase,positive
5,29-Jul-18,Black  Plus,Great,1,5,great,positive
5,29-Jul-18,Black  Plus,I love it.  You own personal secretary.,1,39,love personal secretary,positive
5,29-Jul-18,Black  Plus,"Not perfect but very good! A few times Alexa picked up something from TV, and has a very slight problem with smart home equipment in that she gets confused with what we want to call things. If you call something &#34;light&#34; in the app you need to say light, not &#34;lights.&#34; Echo Plus has no problems as a smart hub but I could use better user directions. Well worth owning and a good step to making my home Smart!",1,423,perfect good time alexa pick something tv slight problem smart home equipment get confused want call thing call something 34light34 app need say light 34lights34 echo plus problem smart hub could use well user direction well worth own good step make home smart,positive
4,29-Jul-18,White  Plus,Pretty cool. I have only begun to figure out things she does.,1,61,pretty cool begin figure thing,positive
5,29-Jul-18,Black  Plus,I have the google home that I really like. The Echo plus I think has even a better sound and am totally happy with it.,1,118,google home really like echo plus think even well sound totally happy,positive
5,29-Jul-18,Black  Plus,I love this device. Makes life easier the more you figure out it can do.,1,72,love device make life easy figure,positive
5,29-Jul-18,White  Plus, ,1,1,,positive
5,29-Jul-18,Black  Plus,"I love my echo plus. I haven't one bad thing to say. It controller music when I need it too. With a great sounding 360 speaker. I also bought a 4k fire TV and it can open Amazon prime video or Netflix at any moment. The included hue lighting makes this product even better. I found myself with a whole array of smart lights perfect for any house or entertainment room. The addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer. Alexa will controll it all as soon as you say ""Hey Alexa"". And if the always on mic concerns you well you can always mute the device. This is a must buy for anyone interested in ease and comfort.",1,684,love echo plus have not one bad thing say controller music need great sound 360 speaker also buy 4k fire tv open amazon prime video netflix moment include hue lighting make product even well find whole array smart lights perfect house entertainment room addition phone call mic speaker make practical busy kitchen computer alexa controll soon say hey alexa always mic concern well always mute device must buy anyone interested ease comfort,positive
5,29-Jul-18,White  Plus,"Amazon Music is great. Love the ability to create my only playlists. Has great sound, not up to the standard of our Bose but very good.",1,135,amazon music great love ability create playlist great sound standard bose good,positive
5,29-Jul-18,White  Plus,Home entertainment.,1,19,home entertainment,positive
4,29-Jul-18,Black  Plus,Great product I just wish it had some sort of equalizer... The bass is a little much,1,84,great product wish sort equalizer bass little much,positive
5,29-Jul-18,Black  Plus,Its work perfect an I must introduce the rest of the device to complete the functions.,1,86,work perfect must introduce rest device complete function,positive
2,29-Jul-18,Black  Plus,"I decided to buy smart door lock and decided on getting the Echo Plus to control it.  I chose a Kwikset 888 because Amazon said it was compatible and I bought 2 Dots while I was at it.  And when I posed the question, somebody in the community said it will work with Alexa.  What I didn't know was the Z-wave lock and Zigbee Alexa hub weren't compatible.  Does any body know of a lock that works seamlessly with Echo Plus?  If not, I guess my choices are: 1. Exchange the Plus for a regular Echo and buy a separate hub like Wink.  2. Return the whole Alexa system and get something else.I  don't want to just buy another hub to use along side my Echo Plus or I'll be back here asking how to integrate two hubs.The reason I kept from buying smart systems up to this point  is because I was afraid they wouldn't operate seamlessly and unfortunately I only do enough research after something doesn't work.",0,901,decide buy smart door lock decide get echo plus control choose kwikset 888 amazon say compatible buy 2 dot pose question somebody community say work alexa do not know zwave lock zigbee alexa hub be not compatible body know lock work seamlessly echo plus guess choice 1 exchange plus regular echo buy separate hub like wink 2 return whole alexa system get something elsei do not want buy another hub use along side echo plus ill back asking integrate two hubsthe reason keep buy smart system point afraid would not operate seamlessly unfortunately enough research something do not work,negative
5,29-Jul-18,Black  Plus,This Echo Plus has proved to be the most innovative improvement in my life!,1,75,echo plus prove innovative improvement life,positive
5,29-Jul-18,White  Plus,"I purchased the Amazon Echo Plus on Amazon prime day because I need a hub. I'm in the process of upgrading my home into a smart home. For the same price as some hub's, and even less expensive in some other cases. I got a hub that works with my devices, plus it does a lot more. I haven't even had time to go through all the skills it has, but I've already found myself using many of them. When I started a search for a hub. I wasn't even considering the Echo. In part, because I didn't know it was a hub. But also because I didn't really think I would find much use for another AI system. If you're looking for a hub. Why settle for a plane hub, when you can get a personal assistant that does so much more and yet cost's the same or less than other hubs? Oh! And by the way. For the same price as the Amazon Echo Plus alone. I found one that came bundled with a smart bulb & saw another that came with a smart plug. Given the price of these extras. Well, that just put the Echo Plus over the top.",1,997,purchase amazon echo plus amazon prime day need hub -PRON- be process upgrade home smart home price hub even less expensive case get hub work device plus lot have not even time go skill -PRON- have already find use many start search hub be not even consider echo part do not know hub also do not really think would find much use another ai system -PRON- be look hub settle plane hub get personal assistant much yet cost less hub oh way price amazon echo plus alone find one come bundle smart bulb see another come smart plug give price extra well put echo plus top,positive
5,29-Jul-18,Black  Plus,"I'm so happy that I purchased Alexa.  When I recently saw this at a friend's home, he played some music while talking about the product.  I love the sound & love that all I have to do is tell Alexa or ask a question & she responds immediately.  I haven't been able to listen to my CD's for a while since I have a problem within my stereo equipment for some time now so this makes me extremely happy that it's not an issue any longer.",1,433,-PRON- be happy purchase alexa recently see friend home play music talk product love sound love tell alexa ask question respond immediately have not able listen cd since problem within stereo equipment time make extremely happy issue long,positive
5,29-Jul-18,Black  Plus,"After we learned to use this (we are still learning), we are very pleased with Echo Plus",1,88,learn use still learn pleased echo plus,positive
5,29-Jul-18,Black  Plus,I Love it !! Used one like this in Philly while visiting my son and decided to buy my own on Prime Day !,1,104,love use one like philly visit son decide buy prime day,positive
5,29-Jul-18,Black  Plus,The speakers on these devices are surprisingly good. The functionality of each echo device is fantastic.,1,104,speaker device surprisingly good functionality echo device fantastic,positive
5,29-Jul-18,Black  Plus,As advertised.  Connected my smart bulbs with no problems.,1,58,advertise connected smart bulb problem,positive
5,29-Jul-18,Black  Plus,It works perfect!,1,17,work perfect,positive
5,28-Jul-18,Black  Plus,"Love warehouse buys. If this was just in good used condition, then new must be newer than new. Seriously, this one was perfect, not a mark on it anywhere. Great buy!",1,165,love warehouse buy good use condition new must newer new seriously one perfect mark anywhere great buy,positive
5,28-Jul-18,Black  Plus,Alexa is awesome! The first day I got my Echo Plus I found out things that she can do that I didn’t think were even possible. I highly recommend this product. Along with all the accessories.,1,190,alexa awesome first day get echo plus find thing do not think even possible highly recommend product along accessory,positive
5,28-Jul-18,Black  Plus,Ease of set up. I’ll have fun sitting up other features as well as making my house a smart home.,1,96,ease set ill fun sitting feature well make house smart home,positive
3,28-Jul-18,White  Plus,I try use with yale lock but isn’t work,1,39,try use yale lock be not work,negative
3,28-Jul-18,Black  Plus,IT SEEMS TO BE OK BUT THE INSTRUCTIONS ARE WEAK AND I CAN NOT SEEM TO GET IT TO WORK. I AM GOING TO GET MY TECHY FRIEND TO HELP ME OUT AND I WILL UPDATE YOU LATER,1,162,seem ok instruction weak seem get work go get techy friend help update later,negative
4,28-Jul-18,Black  Plus,"I love everything about it. I love that the echo plus turns on and off my light. It can also dim them with voice commands. I also like listening to my kindle books even the ones that I didn’t purchased  audibles for. I like that it can play my music from Amazon music, pandora, tunein, I heart radio and Spotify. Echo can even play my local radio station. I love that the echo is connected to my TiVo Bolt. This allows TiVo to pause, stop and play whatever I want with a simple voice command. I love that I can reorder items that I purchased on Amazon and that the echo plus notifies me when my order is mailed, when it will be delivered and when the package has been delivered.  The only three dislikes that I have is that if you’re up too close or to far the echo doesn’t respond. So I think they need to improve the microphone. And I wish the speaker was better. The speakers are okay but could be improved. Also I have the echo dot and it never has given me any problems with the internet. Well the other day I received a Red Light Right on my Echo Plus. This error was Sorry I’m having trouble understanding you please try again later. After research online I learned it was a problem connecting to my internet. And it was easy to find this out. And I found it odd that my dot wasn’t having this problem even though they are connected to the same network.",1,1360,love everything love echo plus turn light also dim voice command also like listen kindle book even one do not purchase audible like play music amazon music pandora tunein heart radio spotify echo even play local radio station love echo connect tivo bolt allow tivo pause stop play whatever want simple voice command love reorder item purchase amazon echo plus notifie order mail deliver package deliver three dislike -PRON- be close far echo do not respond think nee improve microphone wish speaker well speaker okay could improve also echo dot never give problem internet well day receive red light right echo plus error sorry -PRON- be trouble understanding please try later research online learn problem connect internet easy find find odd dot be not problem even though connected network,positive
5,28-Jul-18,Black  Plus,Love everything about this....,1,30,love everything,positive
5,28-Jul-18,Black  Plus,Perfect for controlling my tp-link smart devises,1,48,perfect control tplink smart devise,positive
5,28-Jul-18,Black  Plus,Love this thing. Easy to setup and  looking forward to adding more smart devices to my home.,1,92,love thing easy setup look forward add smart device home,positive
4,28-Jul-18,Black  Plus,Got it specifically to work with the August Smart Lock and it connected to it with ease.  Definitely ties the Smart Home together.,1,130,get specifically work august smart lock connect ease definitely tie smart home together,positive
4,28-Jul-18,Black  Plus,Sound very nice perfect for the price,1,37,sound nice perfect price,positive
5,28-Jul-18,Black  Plus,Love it it's number 4!,1,22,love number 4,positive
5,28-Jul-18,Black  Plus,Wonderful product.  Love alexia,1,31,wonderful product love alexia,positive
5,28-Jul-18,Black  Plus,It has a nice speaker.,1,22,nice speaker,positive
4,28-Jul-18,Black  Plus,Music mainly but still checking other features,1,46,music mainly still check feature,positive
4,28-Jul-18,Black  Plus,"Very capable.  Language recognition is the best I've experienced.  Great sound, too!",1,84,capable language recognition good -PRON- have experience great sound,positive
5,28-Jul-18,Black  Plus,LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,1,197,love love echo plus silly simple set alexa become new bff amazon 247 support hard beat question answer time ask,positive
5,28-Jul-18,Black  Plus,Its got to be one of the coolest things.,1,40,get one cool thing,positive
5,28-Jul-18,Black  Plus,Awesome! Easy set up. Linked right up with my Nexia home automation.,1,68,awesome easy set link right nexia home automation,positive
5,28-Jul-18,Black  Plus,Hands free voice commands and interactions with smart devices around the house makes having an Echo Plus one of the best purchases I’ve made!,1,141,hand free voice command interaction smart device around house make echo plus one good purchase -PRON- have make,positive
5,28-Jul-18,Black  Plus,Definitely a really good buy for FIRST time buyers of smart home stuff =]I bought 3 =],1,86,definitely really good buy first time buyer smart home stuff buy 3,positive
4,28-Jul-18,Black  Plus,I enjoy the various functions of the device,1,43,enjoy various function device,positive
5,28-Jul-18,Black  Plus,"Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.",1,141,alread echos dots ability control philips hue bulb nudge buy prime day another fun product amazon,positive
5,28-Jul-18,Black  Plus,"I purchased the Echo Plus with the Build-in Hub, so I could have the convenience of asking Alexa to turn my lights and lamps on and off.  Philips Hue Light Bulbs were placed in the fixtures that I wanted Alexa to control and they all work great!  I already had an Echo Dot in my Kitchen/Den area, so I placed the Echo Plus with Hub in my bedroom. My radio and lamps in my Kitchen and Den are controlled with TP-Link plugs.  But, the ceiling light fixtures and lamp in my Den and Bedroom have special Philips Hue Light Bulbs that are controlled by the Hub inside the Echo Plus.  I am able to play music, set my alarm, get weather reports and numerous other things on both devices.  The Echo Dot requires a TP-Link plug to be plugged into it and the Echo Plus requires a special Philips Light Bulbs installed in each light fixture to work..  The only thing I dislike is the high price of the light bulbs required to make the lights work. Regular light bulbs placed in the ceiling light fixtures will not work with Alexa and  the Echo Plus with Hub.  Other than the high price of the bulbs, I love my Echo Plus with built in hub!",1,1126,purchase echo plus buildin hub could convenience ask alexa turn light lamps philips hue light bulb place fixture want alexa control work great already echo dot kitchenden area place echo plus hub bedroom radio lamps kitchen den control tplink plug ceiling light fixture lamp den bedroom special philips hue light bulb control hub inside echo plus able play music set alarm get weather report numerous thing device echo dot require tplink plug plug echo plus require special philip light bulb instal light fixture work thing dislike high price light bulb require make light work regular light bulb place ceiling light fixture work alexa echo plus hub high price bulb love echo plus build hub,positive
5,28-Jul-18,Black  Plus,Easily configured hub capabilities.  Excellent sound quality for the size of the unit.,1,86,easily configure hub capability excellent sound quality size unit,positive
5,28-Jul-18,Black  Plus,Works great in my large open room,1,33,work great large open room,positive
5,28-Jul-18,Black  Plus,Fun,1,3,fun,positive
5,28-Jul-18,Black  Plus,This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,1,93,outstanding work awesome music sound clear loud alexa smart,positive
5,28-Jul-18,Black  Plus,I bought this specifically for the smart hub capability. So far it has been great. Easy set up instructions for all the various brands compatible with it.,1,154,buy specifically smart hub capability far great easy set instruction various brand compatible,positive
5,28-Jul-18,Black  Plus,"The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)",1,120,sound wonderful plain work wish cost less worth cost especially prime day,positive
5,28-Jul-18,White  Plus,Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,1,133,come hub get prime day 99 hue white bulb work great add stuff require hub,positive
5,28-Jul-18,Black  Plus,"Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!",1,156,get smart hub exactly say turn light arm disarm security system thermostat next greatproduct,positive
5,28-Jul-18,Black  Plus,"Very easy to set up, great sound.",1,33,easy set great sound,positive
4,28-Jul-18,Black  Plus,So far it's been very useful. Trying to learn all the ways to use Alexa .,1,73,far useful trying learn way use alexa,positive
5,28-Jul-18,Black  Plus,works better than I thought,1,27,work well think,positive
5,28-Jul-18,Black  Plus,"Loved all about it, all I can do with it and it looks good.",1,59,love look good,positive
5,28-Jul-18,Black  Plus,Great product and fast shipping. Thank you,1,42,great product fast shipping thank,positive
5,28-Jul-18,Black  Plus,"It's fun to imagine the household management options ...Some info questions baffle Alexa, but other options are cool - esp. music-related ...",1,141,fun imagine household management option info question baffle alexa option cool esp musicrelate,positive
5,28-Jul-18,White  Plus,Easy to set up and works like it's supposed to.,1,47,easy set work like suppose,positive
5,28-Jul-18,Black  Plus,"Love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",1,134,love easy set uplove request anything mind work give useful information,positive
5,28-Jul-18,Black  Plus,Great product. More skills are needed. I love it.,1,49,great product skill need love,positive
5,28-Jul-18,White  Plus,My first smart buy..I am loving it and all the great things Alexa can do.,1,73,first smart buyi love great thing alexa,positive
5,28-Jul-18,Black  Plus,"This thing is awesome!  I got it on Prime Day for a great deal.  I wish I had purchased two.  I also bought the Echo Show version, but the sound is not nearly as good as the Echo Plus.  The Echo Show came dented, so I will be exchanging it.  I like the screen and many of the features so I will not be getting a refund.  It was still worth the price.",1,350,thing awesome get prime day great deal wish purchase two also buy echo show version sound nearly good echo plus echo show come dent exchange like screen many feature get refund still worth price,positive
5,28-Jul-18,Black  Plus,Is great having a new friend,1,28,great new friend,positive
5,28-Jul-18,Black  Plus,Coop product many uses including smart devices throughout the home,1,66,coop product many use include smart device throughout home,positive
5,28-Jul-18,Black  Plus,"Easy setup with great sound, I would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",1,168,easy setup great sound would rate unit 10 must office home l look add device lock light home,positive
5,28-Jul-18,White  Plus,Better than expected!,1,21,well expect,positive
5,28-Jul-18,Black  Plus,"Wonderful, still learning how to use. Had a heck of a time setting it up, but is happened somehow.",1,98,wonderful still learn use heck time set happen somehow,positive
5,28-Jul-18,Black  Plus,It's fantastic. Very happy with the purchase.,1,45,fantastic happy purchase,positive
5,28-Jul-18,Black  Plus,Love it!!!,1,10,love,positive
3,28-Jul-18,Black  Plus,I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.,1,291,like list ability music play like create playlist without use app even alexa play song tablet phone also like alex print do app,negative
5,28-Jul-18,Black  Plus,"It is a great bundle of fun. Music ,games, questions etc. I luv it turns off my smart lights. I purchase 4 more smart light for my lamps in the living room and my room!",1,168,great bundle fun music game question etc luv turn smart light purchase 4 smart light lamp living room room,positive
5,28-Jul-18,Black  Plus,First time using Alexa and so far I love it.,1,44,first time use alexa far love,positive
4,28-Jul-18,Black  Plus,"It was a little hard to follow their instructions, great product",1,64,little hard follow instruction great product,positive
5,28-Jul-18,Black  Plus,"This was a replacement. It was really easy to set up. I had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.",1,170,replacement really easy set reauthorize smart item work new hub installation easy instruction clear,positive
5,28-Jul-18,Black  Plus,Really cool device that does a ton of stuff. Fun games like Jeopardy. We used this to set up smart bulbs and light switches. Make sure you ge the stuff that corresponds with this particular hub. Had to make a few runs back to the store for exchanges.,1,250,really cool device ton stuff fun game like jeopardy use set smart bulb light switch make sure ge stuff correspond particular hub make run back store exchange,positive
5,28-Jul-18,Black  Plus,"I’ve been waiting for Prime Day to purchase an Echo Plus and now, I’m enjoying learning what Alexa can do. With a new Sonos One and an Echo Dot, I have the makings of a really nice and well-integrated smart home. Love it!",1,221,-PRON- have wait prime day purchase echo plus -PRON- be enjoy learning alexa new sonos one echo dot making really nice wellintegrated smart home love,positive
5,28-Jul-18,Black  Plus,"I haven't had it very long, but so far our whole family is enjoying asking Alexa questions!",1,91,have not long far whole family enjoy ask alexa question,positive
3,28-Jul-18,White  Plus,"Although this is my second echo device, I am still very disappointed that there is almost no documentation/instructions as to the many functions of the device.  I purchased becausse of the sound quality, but only found out it has bluetooth capabilities last night by accident.  There needs to be a manual that details all of the functionality of the device.  Or at least point out where it can be found...",1,405,although second echo device still disappoint almost documentationinstruction many function device purchase becausse sound quality find bluetooth capability last night accident need manual detail functionality device least point find,negative
5,28-Jul-18,Black  Plus,"The Echoplus is a great extension for the Echo Dots in our home. I am a little disappointed that Alexa is not as good at information requests as Google. But as a start on home automation, she is very impressive.",1,211,echoplus great extension echo dot home little disappoint alexa good information request google start home automation impressive,positive
4,28-Jul-18,Black  Plus,I never had ALEXA before but the biggest reason I bought it was for YOUTUBE and apparently YOUTUBE stopped supporting it and that is why it will get 4 stars.... it's mostly YOUTUBE's FAULT but I worked around it by using my cell phone as a blue tooth connected to hear things but still takes the voice activate purpose away but the speaker is amazing to hear my youtube watch later playlist,1,390,never alexa big reason buy youtube apparently youtube stop support get 4 star mostly youtube fault work around use cell phone blue tooth connect hear thing still take voice activate purpose away speaker amazing hear youtube watch later playlist,positive
5,27-Jul-18,Black  Plus,Awesome!! Loving Alexa,1,22,awesome loving alexa,positive
1,27-Jul-18,Black  Plus,no habla espanol,0,16,habla espanol,negative
5,27-Jul-18,Black  Plus,Love the music the stories,1,26,love music story,positive
5,27-Jul-18,White  Plus,It is fantastic.,1,16,fantastic,positive
4,27-Jul-18,Black  Plus,Like it but it will take time to setup all the skills I want simply because there are so many. I already use music and Flash Briefing daily. Very satisfied. I use this along with Alexa app on my Kindle hd8,1,205,like take time setup skill want simply many already use music flash briefing daily satisfied use along alexa app kindle hd8,positive
4,27-Jul-18,Black  Plus,"Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!",1,107,wish would come lightbulb otherwise work great fast delivery enjoy use,positive
5,27-Jul-18,Black  Plus,"Still haven’t learn all the Echo can do, but so far, quite pleased!",1,67,still have not learn echo far quite pleased,positive
5,27-Jul-18,White  Plus,Love it!,1,8,love,positive
4,27-Jul-18,Black  Plus,I can receive my CPR classical station.  Great sound.What I like least is the learning curve and my mistakes.,1,109,receive cpr classical station great soundwhat like least learn curve mistake,positive
3,27-Jul-18,White  Plus,"Sounds well and we find it useful overall but it can be frustrating when it doesn’t respond or you forget the correct command.  “Alexa, turn on the living room lights”.  Oops I mean “Alexa turn on the family room lights”. I also never realized I call my couch a sofa some times.  Unfortunately my Alexa is confused by my changing names for where I sit.",1,352,sound well find useful overall frustrating do not respond forget correct command alexa turn living room light oop mean alexa turn family room light also never realize call couch sofa time unfortunately alexa confuse change name sit,negative
1,27-Jul-18,Black  Plus,no it is broke and I can't get help fixing or replacing it,0,58,broke can not get help fix replace,negative
2,27-Jul-18,Black  Plus,"I’m still unable to connect any devices although it says it has a built in hub. So bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and I was looking forward to this feature. Being able to play music, check the weather etc is fine.",0,320,-PRON- be still unable connect device although say build hub buy bridge connect device think everything would sync device still discover via echo plus look forward feature able play music check weather etc fine,negative
5,27-Jul-18,Black  Plus,sounds great have not used the hub yet,1,38,sound great use hub yet,positive
4,27-Jul-18,Black  Plus,"Is as expected and more, responds very fast to given commands and was very easy to connect via the Amazon App. I also bought the PhilipsHue Light Bulb and all I had to do was put it in my lamp and tell Alexa to find my device and it connected and the lamp now turns on and off with voice commands.",1,297,expect respond fast give command easy connect via amazon app also buy philipshue light bulb put lamp tell alexa find device connect lamp turn voice command,positive
4,27-Jul-18,Black  Plus,Sound is better,1,15,sound well,positive
5,27-Jul-18,White  Plus,It is as if we are having a conversation with another person.  Instantaneous response.  And the fact that it catches your command even when you're far from it is simply just amazing.,1,182,conversation another person instantaneous response fact catch command even -PRON- be far simply amazing,positive
3,27-Jul-18,Black  Plus,Although I haven't taken advantage of many of the Echo's features there is one that bothers me. It starts talking even when I haven't said anything even close to the wake up word - ECHO - had to change from Alexa due to a conflict with another device.,1,251,although have not take advantage many echos feature one bother start talk even have not say anything even close wake word echo change alexa due conflict another device,negative
5,27-Jul-18,Black  Plus,The echo plus is very straight forward and easy to use.  It plays great sounding music and can do lots of other things.  Still learning what all it can do.  Working very well so far.,1,182,echo plus straight forward easy use play great sound music lot thing still learn work well far,positive
4,27-Jul-18,Black  Plus,We have used for last 2 weeks. We like it. My children also like it. Alexa has become part of our family.,1,105,use last 2 week like child also like alexa become part family,positive
1,27-Jul-18,White  Plus,Terrible. Stopped working after one day.,0,40,terrible stop work one day,negative
5,26-Jul-18,Black  Plus,"better sound than my echo dot. Simple to set up, less than 5 minutes.",1,69,well sound echo dot simple set less 5 minute,positive
4,26-Jul-18,White  Plus,Nice toy to have around!,1,24,nice toy around,positive
1,26-Jul-18,White  Plus,"It does not speak in Spanish,,,I bought it for my grandmother to have someone to talk to when I’m not around,,,,,no Spanish!",0,124,speak spanishi buy grandmother someone talk -PRON- be aroundno spanish,negative
5,26-Jul-18,Black  Plus,Love all the cool thing I can do!,1,33,love cool thing,positive
5,26-Jul-18,Black  Plus,Great product,1,13,great product,positive
5,26-Jul-18,Black  Plus,Like it. Still working discovery. Really too soon to fully evaluate. But looking forward to learning and using it.,1,114,like still work discovery really soon fully evaluate look forward learn use,positive
2,26-Jul-18,Black  Plus,"When I got this Echo I was excited to have a device with better sound than my Dot and a hub to control some Hue bulbs.What I didn't realize and also wasn't fully communicated to me, is that you can't use Hue bulbs to their full potential with this device. You can only turn on and off the lights and set them to a number of preset colors. You also cannot update the bulbs to the newest firmare which is a security concern for me.Do not buy this if you want a full featured hub for your new IoT devices. If you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.I still love the echo and have zero complaints about the Alexa functionality or sound quality of this device. I'm only disappointed with the hub's functionalities.",0,795,get echo excited device well sound dot hub control hue bulbswhat do not realize also be not fully communicate can not use hue bulb full potential device turn light set number preset color also can not update bulb new firmare security concern medo buy want full featured hub new iot device end need update standalone hub make hub inside device redundant pointlessi still love echo zero complaint alexa functionality sound quality device -PRON- be disappoint hubs functionality,negative
4,26-Jul-18,Black  Plus,Still needs some work on commands. Sound is equal in the regular echo so if you don't need a smart hub get a regular echo. The sound is ok with it had as much bass as my old soundlink but I mean hey gets loud on the treble and sounds clear.,1,240,still need work command sound equal regular echo do not need smart hub get regular echo sound ok much bass old soundlink mean hey get loud treble sound clear,positive
